"School 
Year","LEA 
Code","LEA 
Name","School 
Code","School 
Name","Charter 
School","Current 
Grades","Direct 
Certification","Community 
Eligibility","Total 
Enrollment","# Identified 
Students",Multiplier,"# Low 
Income 
Students","% Low 
Income 
Students","School 
Served","Eligibility 
Program 
Model","Eligibility 
Justification","Program 
Justification","# Students 
Served TAS","Grades 
Served 
TAS","Served 
1st Year","Served 1st 
Year Comment"
2020-2021,600,Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,N,"0K,01,02,03,04,05",N,N,1073,N/A,N/A,133,12.4,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600434,Kennedy Middle,N,"06,07,08",N,N,1074,N/A,N/A,358,33.33,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,N,"PK,0K,01,02,03,04,05,06",N,N,189,N/A,N/A,32,16.93,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,N,"PK,0K,01,02,03,04,05",N,N,690,N/A,N/A,317,45.94,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,N,"0K,01,02,03,04,05",N,N,1035,N/A,N/A,125,12.08,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,N,"0K,01,02,03,04,05",N,N,572,N/A,N/A,259,45.28,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600439,Turning Point Academy,N,"04,05,06,07,08,09,10,11,12,XG",N,Y,336,199,1.6,318,94.64,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,N,"PK,0K,01,02,03,04,05",N,Y,784,298,1.6,477,60.84,Y,SW-SW,,,,,2012-2013,
2020-2021,600,Charlotte-Mecklenburg Schools,600442,Blythe Elementary,N,"PK,0K,01,02,03,04,05",N,N,949,N/A,N/A,408,42.99,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600443,Levine Middle College High Sch,N,"09,10,11,12,13,XG",N,N,220,N/A,N/A,16,7.27,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,526,N/A,N/A,250,47.53,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600445,Mallard Creek High School,N,"09,10,11,12,XG",N,N,2358,N/A,N/A,766,32.49,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,N,"0K,01,02,03,04,05",N,N,564,N/A,N/A,291,51.6,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600447,Matthews Elementary,N,"0K,01,02,03,04,05",N,N,966,N/A,N/A,238,24.64,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600448,"Martin Luther King, Jr Middle",N,"06,07,08",N,Y,925,437,1.6,699,75.57,Y,SW-SW,,,,,2005-2006,
2020-2021,600,Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,N,"PK,0K,01,02,03,04,05,XG",N,N,574,N/A,N/A,101,17.6,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600450,McClintock Middle,N,"06,07,08",N,Y,1203,457,1.6,731,60.76,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,N,"0K,01,02,03,04,05",N,N,603,N/A,N/A,50,8.29,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600453,Merry Oaks International Acad,N,"PK,0K,01,02,03,04,05",N,Y,654,322,1.6,515,78.75,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600454,Metro School,N,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,13,XG",N,N,252,N/A,N/A,134,53.17,Y,SW-SW,,,,,2020-2021,
2020-2021,600,Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,N,"06,07,08",N,N,1089,N/A,N/A,312,28.65,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600457,Rocky River High School,N,"09,10,11,12,XG",N,N,1370,N/A,N/A,669,48.83,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,N,"PK,0K,01,02,03,04,05",N,Y,509,171,1.6,274,53.83,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600461,Charlotte-Mecklenburg Academy,N,"0K,01,02,03,04,05,06,07,08,09,10,11,12,13,XG",N,Y,83,40,1.6,64,77.11,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,N,"PK,0K,01,02,03,04,05,06,07,08",N,N,795,N/A,N/A,485,61.01,Y,SW-SW,,,,,2019-2020,
2020-2021,600,Charlotte-Mecklenburg Schools,600463,River Oaks Academy,N,"PK,0K,01,02,03,04,05,XG",N,N,650,N/A,N/A,382,58.77,Y,SW-SW,,,,,2014-2015,
2020-2021,600,Charlotte-Mecklenburg Schools,600464,Myers Park Traditional Elem,N,"0K,01,02,03,04,05",N,N,639,N/A,N/A,272,42.57,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600466,Myers Park High School,N,"09,10,11,12,XG",N,N,3557,N/A,N/A,802,22.55,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600468,Gov's Village STEM (Lower),N,"PK,0K,01,02,03,04",N,N,1019,N/A,N/A,683,67.03,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,N,"PK,0K,01,02,03,04,05",N,Y,944,349,1.6,558,59.11,Y,SW-SW,,,,,2004-2005,
2020-2021,600,Charlotte-Mecklenburg Schools,600474,Newell Elementary,N,"0K,01,02,03,04,05",N,Y,780,363,1.6,581,74.49,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600475,Vaughan Academy of Technology,N,"0K,01,02,03,04,05",N,N,403,N/A,N/A,178,44.17,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600478,J. H. Gunn Elementary,N,"0K,01,02,03,04,05",N,Y,750,318,1.6,509,67.87,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600479,Northeast Middle,N,"06,07,08",N,N,629,N/A,N/A,336,53.42,Y,SW-SW,,,,,2015-2016,
2020-2021,600,Charlotte-Mecklenburg Schools,600480,North Mecklenburg High School,N,"09,10,11,12,XG",N,N,2050,N/A,N/A,747,36.44,N,TAS,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600481,Northridge Middle,N,"06,07,08",N,N,1003,N/A,N/A,560,55.83,Y,SW-SW,,,,,2010-2011,
2020-2021,600,Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,N,"06,07,08,09,10,11,12,XG",N,N,1110,N/A,N/A,277,24.95,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,N,"0K,01,02,03,04,05",N,Y,610,249,1.6,398,65.25,Y,SW-SW,,,,,2015-2016,
2020-2021,600,Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,N,"0K,01,02,03,04,05",N,Y,546,274,1.6,438,80.22,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,N,"0K,01,02,03,04,05,06,07,08",N,N,590,N/A,N/A,242,41.02,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600489,Bruns Avenue Elementary,N,"PK,0K,01,02,03,04,05",N,Y,402,278,1.6,402,100,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600490,Olympic High School,N,"09,10,11,12,XG",N,N,2464,N/A,N/A,645,26.18,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,N,"0K,01,02,03,04,05",N,N,746,N/A,N/A,64,8.58,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600492,Park Road Montessori,N,"PK,0K,01,02,03,04,05,06",N,N,525,N/A,N/A,37,7.05,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,N,"0K,01,02,03,04,05",N,N,774,N/A,N/A,189,24.42,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,N,"PK,0K,01,02,03,04,05",N,Y,711,313,1.6,501,70.46,Y,SW-SW,,,,,2010-2011,
2020-2021,600,Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,N,"09,10,11,12,XG",N,N,1713,N/A,N/A,760,44.37,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600497,Piedmont Middle School,N,"06,07,08",N,N,1094,N/A,N/A,304,27.79,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600498,Performance Learning Center,N,"09,10,11,12,XG",N,N,119,N/A,N/A,74,62.18,Y,SW-SW,,,,,2017-2018,
2020-2021,600,Charlotte-Mecklenburg Schools,600499,Char-Meck Virtual High School,N,"09,10,11,12,XG",N,N,223,N/A,N/A,56,25.11,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600500,Pineville Elementary,N,"0K,01,02,03,04,05",N,N,764,N/A,N/A,352,46.07,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,N,"PK,0K,01,02,03,04,05",N,Y,576,217,1.6,347,60.24,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,N,"PK,0K,01,02,03,04,05",N,Y,770,318,1.6,509,66.1,Y,SW-SW,,,,,2010-2011,
2020-2021,600,Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,N,"0K,01,02,03,04,05",N,N,957,N/A,N/A,13,1.36,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600508,Providence High School,N,"09,10,11,12,XG",N,N,1961,N/A,N/A,88,4.49,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,N,"06,07,08",N,N,1246,N/A,N/A,619,49.68,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,N,"PK,0K,01,02,03,04,05,XG",N,Y,577,281,1.6,450,77.99,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600513,Randolph Middle,N,"06,07,08",N,N,1170,N/A,N/A,310,26.5,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600514,Ranson Middle,N,"06,07,08",N,Y,1046,549,1.6,878,83.94,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600515,Renaissance West STEAM Academy,N,"PK,0K,01,02,03,04,05,06,07,08,XG",N,Y,693,505,1.6,693,100,Y,SW-SW,,,,,2017-2018,
2020-2021,600,Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,885,N/A,N/A,496,56.05,Y,SW-SW,,,,,2020-2021,
2020-2021,600,Charlotte-Mecklenburg Schools,600517,Reid Park Academy,N,"PK,0K,01,02,03,04,05",N,Y,406,278,1.6,406,100,Y,SW-SW,,,,,2002-2003,
2020-2021,600,Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,N,"06,07,08",N,N,1358,N/A,N/A,576,42.42,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600519,Dilworth Elem Sedgefield Campus,N,"PK,0K,01,02",N,N,414,N/A,N/A,117,28.26,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,N,"06,07,08",N,Y,548,241,1.6,386,70.44,Y,SW-SW,,,,,2004-2005,
2020-2021,600,Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,N,"0K,01,02,03,04,05",N,Y,744,283,1.6,453,60.89,Y,SW-SW,,,,,2015-2016,
2020-2021,600,Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,N,"0K,01,02,03,04,05",N,N,738,N/A,N/A,96,13.01,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,N,"PK,0K,01,02,03,04,05",N,Y,496,168,1.6,269,54.23,Y,SW-SW,,,,,2002-2003,
2020-2021,600,Charlotte-Mecklenburg Schools,600530,Sharon Elementary,N,"0K,01,02,03,04,05",N,N,971,N/A,N/A,77,7.93,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600532,E. E. Waddell Language Academy,N,"0K,01,02,03,04,05,06,07,08",N,N,1341,N/A,N/A,246,18.34,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,N,"PK,0K,01,02,03,04,05",N,N,696,N/A,N/A,232,33.33,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600535,South Mecklenburg High School,N,"09,10,11,12,XG",N,N,3117,N/A,N/A,848,27.21,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,N,"06,07,08",N,N,948,N/A,N/A,128,13.5,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600538,Southwest Middle School,N,"06,07,08",N,N,1472,N/A,N/A,602,40.9,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600545,Starmount Academy of Excellen,N,"PK,0K,01,02,03,04,05",N,N,531,N/A,N/A,294,55.37,Y,SW-SW,,,,,2015-2016,
2020-2021,600,Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,N,"0K,01,02,03,04,05",N,Y,517,272,1.6,435,84.14,Y,SW-SW,,,,,2009-2010,
2020-2021,600,Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,N,"0K,01,02,03,04,05",N,N,658,N/A,N/A,309,46.96,N,SW,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600550,Sterling Elementary,N,"PK,0K,01,02,03,04,05,XG",N,Y,786,335,1.6,536,68.19,Y,SW-SW,,,,,2005-2006,
2020-2021,600,Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,N,"0K,01,02,03,04,05,06,07,08",N,Y,656,414,1.6,656,100,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,N,"0K,01,02,03,04,05",N,N,828,N/A,N/A,184,22.22,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,N,"0K,01,02,03,04,05",N,N,543,N/A,N/A,75,13.81,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,N,"0K,01,02,03,04,05",N,Y,649,275,1.6,440,67.8,Y,SW-SW,,,,,2010-2011,
2020-2021,600,Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,N,"0K,01,02,03,04,05",N,Y,396,227,1.6,363,91.67,Y,SW-SW,,,,,2010-2011,
2020-2021,600,Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,N,"PK,0K,01,02,03,04,05",N,Y,764,276,1.6,442,57.85,Y,SW-SW,,,,,2013-2014,
2020-2021,600,Charlotte-Mecklenburg Schools,600567,Char Eng Early College-UNCC,N,"09,10,11,12,13,XG",N,N,298,N/A,N/A,67,22.48,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600569,Charlotte Teacher Early College,N,"09,10,11,12,XG",N,N,139,N/A,N/A,48,34.53,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,N,"0K,01,02,03,04,05",N,N,366,N/A,N/A,66,18.03,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600574,Walter G. Byers School,N,"PK,0K,01,02,03,04,05,06,07,08",N,Y,366,241,1.6,366,100,Y,SW-SW,,,,,2006-2007,
2020-2021,600,Charlotte-Mecklenburg Schools,600576,West Charlotte High School,N,"09,10,11,12,XG",N,Y,1350,738,1.6,1181,87.48,Y,SW-SW,,,,,2011-2012,
2020-2021,600,Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,N,"PK,0K,01,02,03,04,05",N,Y,500,348,1.6,500,100,Y,SW-SW,,,,,2002-2003,
2020-2021,600,Charlotte-Mecklenburg Schools,600579,West Mecklenburg High School,N,"09,10,11,12,XG",N,Y,1127,395,1.6,632,56.08,Y,SW-SW,,,,,2011-2012,
2020-2021,600,Charlotte-Mecklenburg Schools,600582,Williams Secondary Montessori,N,"07,08,09,10,11,12,XG",N,N,271,N/A,N/A,21,7.75,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600583,Wilson STEM Academy,N,"06,07,08",N,Y,502,301,1.6,482,96.02,Y,SW-SW,,,,,2018-2019,
2020-2021,600,Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,N,"PK,0K,01,02,03,04,05,XG",N,Y,819,344,1.6,550,67.16,Y,SW-SW,,,,,2011-2012,
2020-2021,600,Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,655,243,1.6,389,59.39,Y,SW-SW,,,,,2005-2006,
2020-2021,600,Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,N,"PK,0K,01,02,03,04,05",N,N,689,N/A,N/A,154,22.35,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,N,"PK,0K,01,02,03,04,05",N,Y,730,390,1.6,624,85.48,Y,SW-SW,,,,,2004-2005,
2020-2021,600,Charlotte-Mecklenburg Schools,600590,River Gate Elementary,N,"0K,01,02,03,04,05",N,N,789,N/A,N/A,256,32.45,N,Not Title I,,,,,,
2020-2021,600,Charlotte-Mecklenburg Schools,600592,Zebulon B. Vance High School,N,"09,10,11,12,XG",N,Y,2005,685,1.6,1096,54.66,Y,SW-SW,,,,,2012-2013,
2020-2021,600,Charlotte-Mecklenburg Schools,600593,Villa Heights Elementary,N,"0K,01,02,03,04,05",N,Y,118,73,1.6,117,99.15,Y,SW-SW,,,,,2018-2019,
2020-2021,600,Charlotte-Mecklenburg Schools,600594,Merancas Middle College-CPCC,N,"09,10,11,12,13,XG",N,N,169,N/A,N/A,19,11.24,N,Not Title I,,,,,,
2020-2021,60B,Sugar Creek Charter,60B000,Sugar Creek Charter,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,1639,N/A,N/A,1501,91.58,Y,SW-SW,,,,,2017-2018,
2020-2021,60D,Lake Norman Charter,60D000,Lake Norman Charter,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,2209,N/A,N/A,20,0.91,N,Not Title I,,,,,,
2020-2021,60F,Metrolina Regional Scholars Academy,60F000,Metrolina Reg Scholars Academy,Y,"0K,01,02,03,04,05,06,07,08",N,Y,376,108,1.6,173,46.01,Y,SW-SW,,,,,2020-2021,
2020-2021,60G,Queen's Grant Community School,60G000,Queen's Grant Community School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,757,N/A,N/A,225,29.72,Y,TAS-TAS,Charter School,,127,"0K,01,02,03,04,05,06,07,08",2012-2013,
2020-2021,60I,Community School of Davidson,60I000,Community School of Davidson,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,1425,N/A,N/A,103,7.23,N,Not Title I,,,,,,
2020-2021,60J,Socrates Academy,60J000,Socrates Academy,Y,"0K,01,02,03,04,05,06,07,08",N,Y,731,211,1.6,338,46.24,Y,SW-SW,,,,,2018-2019,
2020-2021,60K,Charlotte Secondary School,60K000,Charlotte Secondary,Y,"06,07,08,09,10,11,12",N,Y,276,85,1.6,136,49.28,Y,SW-TAS,,,66,"06,07,08,09,10,11,12",2014-2015,
2020-2021,60L,KIPP: Charlotte,60L000,KIPP Charlotte,Y,"0K,01,02,03,04,05,06,07,08",N,Y,900,655,1.6,900,100,Y,SW-SW,,,,,2006-2007,
2020-2021,60M,Corvian Community School,60M000,Corvian Community School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11",N,N,1202,348,1.6,557,46.34,Y,SW-SW,,,,,2018-2019,
2020-2021,60N,Aristotle Preparatory Academy,60N000,Aristotle Preparatory Academy,Y,"0K,01,02,03,04,05,06,07",N,Y,135,39,1.6,62,45.93,Y,SW-SW,,,,,2013-2014,
2020-2021,60P,Eastside STREAM Academy,60P000,Eastside STREAM Academy,Y,"0K,01,02,03,04,05,06,07,08",N,N,121,N/A,N/A,78,64.46,Y,SW-SW,,,,,2014-2015,
2020-2021,60Q,Invest Collegiate,60Q000,Invest Collegiate Transform,Y,"0K,01,02,03,04,05,06,07,08,09,10",N,N,353,103,1.6,165,46.74,Y,SW-SW,,,,,2017-2018,
2020-2021,60S,Bradford Preparatory School,60S000,Bradford Preparatory School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,1585,N/A,N/A,272,17.16,Y,TAS-TAS,Charter School,,80,"0K,01,02,03,04,05,06,07,08,09,10,11,12",2018-2019,
2020-2021,60U,Commonwealth High School,60U000,Commonwealth High,Y,"09,10,11,12",N,N,272,226,1.6,272,100,Y,SW-SW,,,,,2018-2019,
2020-2021,60Y,Pioneer Springs Community School,60Y000,Pioneer Springs Community School,Y,"0K,01,02,03,04,05,06,07,08,09",N,Y,440,134,1.6,214,48.64,Y,SW-SW,,,,,2019-2020,
2020-2021,60Z,Niner University Elementary School,60Z000,Niner University Elementary,Y,"0K,01,02",N,N,72,N/A,N/A,51,70.83,Y,SW-SW,,,,,2020-2021,
2020-2021,610,Mitchell County Schools,610302,Bowman Middle,N,"05,06,07,08",N,N,197,N/A,N/A,104,52.79,Y,SW-SW,,,,,2006-2007,
2020-2021,610,Mitchell County Schools,610310,Deyton Elementary,N,"03,04,05",N,N,230,N/A,N/A,150,65.22,Y,SW-SW,,,,,2006-2007,
2020-2021,610,Mitchell County Schools,610320,Gouge Elementary,N,"0K,01,02,03,04",N,N,248,N/A,N/A,142,57.26,Y,SW-SW,,,,,2006-2007,
2020-2021,610,Mitchell County Schools,610322,Greenlee Primary,N,"0K,01,02",N,N,234,N/A,N/A,151,64.53,Y,SW-SW,,,,,2006-2007,
2020-2021,610,Mitchell County Schools,610326,Harris Middle,N,"06,07,08",N,N,262,N/A,N/A,150,57.25,Y,SW-SW,,,,,2005-2006,
2020-2021,610,Mitchell County Schools,610332,Mayland Early College,N,"09,10,11,12,13",N,N,148,N/A,N/A,66,44.59,N,SW,,,,,,
2020-2021,610,Mitchell County Schools,610334,Mitchell High,N,"09,10,11,12",N,N,517,N/A,N/A,248,47.97,N,SW,,,,,,
2020-2021,61J,Lakeside Charter Academy,61J000,Lakeside Charter Academy,Y,"0K,01,02,03,04,05,06,07,08",N,N,141,N/A,N/A,44,31.21,N,Not Title I,,,,,,
2020-2021,61K,United Community School,61K000,United Community School,Y,"0K,01,02,03,04,05,06,07,08",N,N,228,66,1.6,106,46.49,Y,SW-SW,,,,,2017-2018,
2020-2021,61L,Stewart Creek High School,61L000,Stewart Creek High,Y,"09,10,11,12",N,Y,261,N/A,N/A,247,94.64,Y,SW-SW,,,,,2018-2019,
2020-2021,61M,Charlotte Lab School,61M000,Charlotte Lab School,Y,"0K,01,02,03,04,05,06,07,08,09",N,N,850,N/A,N/A,340,40,Y,SW-SW,,,,,2018-2019,
2020-2021,61N,Queen City STEM School,61N000,Queen City STEM School,Y,"0K,01,02,03,04,05,06,07,08,09,10",N,Y,831,240,1.6,384,46.21,Y,SW-SW,,,,,2019-2020,
2020-2021,61P,VERITAS Community School,61P000,"VERITAS Community School, CFA",Y,"0K,01,02,03,04,05,06,07",N,N,150,77,1.6,123,82,Y,SW-SW,,,,,2017-2018,
2020-2021,61Q,Mallard Creek STEM Academy,61Q000,Mallard Creek STEM Academy,Y,"0K,01,02,03,04,05,06,07,08",N,N,940,N/A,N/A,405,43.09,Y,SW-TAS,,,143,"0K,01,02,03,04,05,06,07,08",2017-2018,
2020-2021,61R,Matthews Charter Academy,61R000,Matthews Charter Academy,Y,"0K,01,02,03,04,05,06,07,08",N,N,729,N/A,N/A,239,32.78,Y,TAS-TAS,Charter School,,60,"0K,01,02,03,04,05,06,07,08",2016-2017,
2020-2021,61S,Unity Classical Charter School,61S000,Unity Classical Charter,Y,"0K,01,02,03,04,05",N,N,188,N/A,N/A,52,27.66,N,Not Title I,,,,,,
2020-2021,61T,Movement Charter School,61T000,Movement Charter School,Y,"0K,01,02,03,04,05",N,Y,461,306,1.6,461,100,Y,SW-SW,,,,,2017-2018,
2020-2021,61U,UpROAR Leadership Academy,61U000,UpROAR Leadership Academy,Y,"05,06,07,08,09,10,11",N,N,87,26,1.6,42,48.28,Y,SW-SW,,,,,2017-2018,
2020-2021,61V,Bonnie Cone Classical Academy,61V000,Bonnie Cone Classical Academy,Y,"0K,01,02,03,04,05,06,07",N,Y,284,82,1.6,131,46.13,Y,SW-SW,,,,,2019-2020,
2020-2021,61W,East Voyager Academy,61W000,East Voyager Academy of Charlotte,Y,"0K,01,02,03,04,05,06",N,Y,135,39,1.6,62,45.93,Y,SW-SW,,,,,2019-2020,
2020-2021,61X,Mountain Island Day Community Charter Sc,61X000,Mountain Island Day Community Charter,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,631,N/A,N/A,85,13.47,Y,TAS-SW,Charter School,Always SW,,,2018-2019,
2020-2021,61Y,Steele Creek Preparatory Academy,61Y000,Steele Creek Preparatory Academy,Y,"0K,01,02,03,04,05,06,07",N,Y,304,282,1.6,304,100,Y,SW-SW,,,,,2019-2020,
2020-2021,620,Montgomery County Schools,620310,Montgomery Learning Academy,N,"06,07,08,09,10,11,12",N,N,69,N/A,N/A,53,76.81,N,SW,,,,,,
2020-2021,620,Montgomery County Schools,620312,Candor Elementary,N,"PK,0K,01,02,03,04,05",N,N,424,N/A,N/A,388,91.51,Y,SW-SW,,,,,2005-2006,
2020-2021,620,Montgomery County Schools,620314,East Middle,N,"06,07,08",N,N,502,N/A,N/A,424,84.46,Y,SW-SW,,,,,2015-2016,
2020-2021,620,Montgomery County Schools,620318,Green Ridge Elementary,N,"PK,0K,01,02,03,04,05",N,N,374,N/A,N/A,316,84.49,Y,SW-SW,,,,,2006-2007,
2020-2021,620,Montgomery County Schools,620324,Mount Gilead Elementary,N,"PK,0K,01,02,03,04,05",N,N,259,N/A,N/A,221,85.33,Y,SW-SW,,,,,2005-2006,
2020-2021,620,Montgomery County Schools,620330,Page Street Elementary,N,"03,04,05",N,N,230,N/A,N/A,152,66.09,Y,SW-SW,,,,,2003-2004,
2020-2021,620,Montgomery County Schools,620334,Star Elementary,N,"PK,0K,01,02,03,04,05",N,N,335,N/A,N/A,247,73.73,Y,SW-SW,,,,,2006-2007,
2020-2021,620,Montgomery County Schools,620336,Troy Elementary,N,"PK,0K,01,02",N,N,309,N/A,N/A,208,67.31,Y,SW-SW,,,,,2003-2004,
2020-2021,620,Montgomery County Schools,620339,West Middle,N,"06,07,08",N,N,377,N/A,N/A,224,59.42,N,SW,,,,,,
2020-2021,620,Montgomery County Schools,620350,Montgomery County Early College,N,"09,10,11,12,13",N,N,173,N/A,N/A,85,49.13,N,SW,,,,,,
